CustomerNo ,AVGCREDIT,TOTALCREDIT,AVGDEBIT,TOTALDEBIT
586,0.33,3824752.28,0.0,-71009.182
587,0.33,45.0,-1565221.82,-1565221.82
588,0.33,3824752.28,0.0,-71009.182
589,1564684.0,32038.182,-351959.58,-4223515.01
590,1564684.0,32038.182,-351959.58,-4223515.01
591,1564684.0,3824752.28,-351959.58,-2017.6
592,318729.36,4.0,-168.13,-71009.182
593,318729.36,-130435.15,-5917.43,-2017.6
594,3.75,32038.182,-5917.43,-2017.6
595,1564684.0,3824752.28,-351959.58,-2017.6
596,2669.85,45.0,-351959.58,-4223515.01
597,318729.36,32038.182,-1565221.82,-4223515.01
598,2669.85,45.0,-168.13,-71009.182
599,1564684.0,32038.182,-5917.43,-1565221.82
600,3.75,32038.182,-5917.43,-1565221.82
601,3.75,32038.182,0.0,-2017.6
602,318729.36,45.0,-168.13,-71009.182
603,0.33,4.0,0.0,-4223515.01
604,318729.36,4.0,-351959.58,-1565221.82
605,318729.36,4.0,-351959.58,0.0
606,3.75,-130435.15,-168.13,-4223515.01
607,3.75,32038.182,-1565221.82,-4223515.01
608,318729.36,32038.182,-1565221.82,-4223515.01
609,2669.85,45.0,-351959.58,-4223515.01
610,318729.36,-130435.15,-1565221.82,-71009.182
611,3.75,32038.182,-5917.43,-2017.6
612,1564684.0,32038.182,-1565221.82,-4223515.01
613,0.33,3824752.28,0.0,-71009.182
614,0.33,45.0,-1565221.82,-71009.182
615,3.75,32038.182,0.0,-2017.6
616,318729.36,-130435.15,-1565221.82,-2017.6
617,318729.36,4.0,-351959.58,-1565221.82
618,2669.85,32038.182,-1565221.82,-4223515.01
619,1564684.0,4.0,-351959.58,-1565221.82
620,2669.85,45.0,-168.13,-71009.182
621,1564684.0,3824752.28,-351959.58,-2017.6
622,318729.36,32038.182,0.0,-71009.182
623,1564684.0,3824752.28,-351959.58,-2017.6
624,1564684.0,-130435.15,-1565221.82,-2017.6
625,1564684.0,3824752.28,-168.13,-2017.6
626,1564684.0,45.0,-1565221.82,-1565221.82
627,318729.36,32038.182,-1565221.82,-4223515.01
628,3.75,32038.182,0.0,-71009.182
629,0.33,45.0,-351959.58,-4223515.01
630,0.33,3824752.28,0.0,-2017.6
631,3.75,32038.182,0.0,-2017.6
632,2669.85,3824752.28,0.0,-71009.182
633,318729.36,-130435.15,-1565221.82,0.0
634,1564684.0,-130435.15,-1565221.82,-2017.6
635,1564684.0,3824752.28,-168.13,-2017.6
636,0.33,3824752.28,0.0,-2017.6
637,0.33,45.0,-1565221.82,-4223515.01
638,318729.36,4.0,-351959.58,0.0
639,1564684.0,45.0,-1565221.82,-4223515.01
640,1564684.0,45.0,-1565221.82,-1565221.82
641,1564684.0,45.0,-5917.43,-71009.182
642,1564684.0,45.0,-5917.43,-71009.182
643,2669.85,45.0,-351959.58,-4223515.01
644,2669.85,45.0,-351959.58,-4223515.01
645,0.33,3824752.28,0.0,-71009.182
646,318729.36,4.0,-168.13,-2017.6
647,318729.36,-130435.15,-1565221.82,-4223515.01
648,1564684.0,3824752.28,-351959.58,-2017.6
649,0.33,4.0,-1565221.82,0.0
650,318729.36,-130435.15,-1565221.82,-71009.182
651,318729.36,32038.182,0.0,-71009.182
652,3.75,45.0,-168.13,-71009.182
653,0.33,3824752.28,0.0,-4223515.01
654,1564684.0,-130435.15,-1565221.82,-2017.6
655,0.33,3824752.28,0.0,-2017.6
656,318729.36,-130435.15,-1565221.82,-2017.6
657,0.33,3824752.28,0.0,-71009.182
658,318729.36,-130435.15,-1565221.82,-2017.6
659,1564684.0,3824752.28,-351959.58,-2017.6
660,2669.85,45.0,-351959.58,-4223515.01
661,1564684.0,3824752.28,-351959.58,-2017.6
662,0.33,45.0,-1565221.82,-4223515.01
663,3.75,3824752.28,-1565221.82,0.0
664,2669.85,3824752.28,-1565221.82,0.0
665,2669.85,45.0,-351959.58,-4223515.01
666,318729.36,-130435.15,-1565221.82,-4223515.01
667,3.75,32038.182,0.0,-71009.182
668,318729.36,45.0,-168.13,-71009.182
669,318729.36,4.0,-168.13,-2017.6
670,2669.85,3824752.28,-1565221.82,-1565221.82
671,2669.85,45.0,-351959.58,-4223515.01
672,318729.36,45.0,-351959.58,-4223515.01
673,0.33,45.0,-1565221.82,-1565221.82
674,1564684.0,3824752.28,-351959.58,-2017.6
675,318729.36,32038.182,-5917.43,-2017.6
676,1564684.0,32038.182,-351959.58,-4223515.01
677,318729.36,32038.182,0.0,-71009.182
678,0.33,-130435.15,-168.13,-4223515.01
679,2669.85,45.0,-351959.58,-4223515.01
680,2669.85,45.0,-351959.58,-4223515.01
681,3.75,32038.182,-5917.43,-2017.6
682,0.33,3824752.28,0.0,0.0
683,1564684.0,3824752.28,-351959.58,-2017.6
684,0.33,3824752.28,0.0,0.0
685,318729.36,32038.182,0.0,-71009.182
686,318729.36,3824752.28,-351959.58,-2017.6
687,318729.36,4.0,0.0,-4223515.01
688,1564684.0,32038.182,0.0,-71009.182
689,0.33,32038.182,-5917.43,-4223515.01
690,1564684.0,3824752.28,-351959.58,-2017.6
691,0.33,3824752.28,0.0,-2017.6
692,318729.36,-130435.15,-5917.43,-2017.6
693,2669.85,45.0,-351959.58,-4223515.01
694,318729.36,4.0,-351959.58,-1565221.82
695,2669.85,3824752.28,-1565221.82,0.0
696,3.75,32038.182,-5917.43,-1565221.82
697,0.33,3824752.28,0.0,-71009.182
698,318729.36,45.0,-351959.58,-4223515.01
699,1564684.0,3824752.28,-351959.58,-2017.6
700,2669.85,3824752.28,-1565221.82,0.0
701,3.75,45.0,-168.13,-71009.182
702,0.33,3824752.28,0.0,-71009.182
703,0.33,3824752.28,0.0,-2017.6
704,3.75,32038.182,-5917.43,-71009.182
705,0.33,4.0,-1565221.82,0.0
706,3.75,32038.182,-1565221.82,-4223515.01
707,0.33,45.0,-1565221.82,-1565221.82
708,0.33,45.0,-351959.58,-4223515.01
709,1564684.0,32038.182,0.0,-2017.6
710,0.33,45.0,-1565221.82,-1565221.82
711,318729.36,4.0,-351959.58,-71009.182
712,1564684.0,32038.182,0.0,-71009.182
713,318729.36,4.0,-351959.58,-2017.6
714,0.33,45.0,-351959.58,-4223515.01
715,3.75,32038.182,0.0,-2017.6
716,2669.85,3824752.28,0.0,-71009.182
717,318729.36,32038.182,-1565221.82,-4223515.01
718,2669.85,3824752.28,-1565221.82,-1565221.82
719,1564684.0,3824752.28,-351959.58,-2017.6
720,1564684.0,32038.182,0.0,-71009.182
721,1564684.0,-130435.15,-5917.43,-2017.6
722,0.33,3824752.28,0.0,-2017.6
723,1564684.0,3824752.28,-351959.58,-2017.6
724,2669.85,32038.182,-1565221.82,-4223515.01
725,1564684.0,32038.182,-1565221.82,-4223515.01
726,318729.36,-130435.15,-5917.43,-2017.6
727,1564684.0,-130435.15,-1565221.82,-71009.182
728,1564684.0,32038.182,0.0,-2017.6
729,2669.85,45.0,-351959.58,-4223515.01
730,318729.36,45.0,-168.13,-71009.182
731,2669.85,45.0,-351959.58,-4223515.01
732,2669.85,45.0,-351959.58,-4223515.01
733,3.75,32038.182,-5917.43,-71009.182
734,318729.36,32038.182,0.0,-2017.6
735,318729.36,32038.182,-1565221.82,-4223515.01
736,3.75,45.0,-168.13,-71009.182
737,318729.36,32038.182,0.0,-71009.182
738,0.33,3824752.28,0.0,-2017.6
739,0.33,3824752.28,0.0,-71009.182
740,0.33,45.0,-1565221.82,-1565221.82
741,1564684.0,3824752.28,-351959.58,-2017.6
742,0.33,3824752.28,0.0,-71009.182
743,3.75,32038.182,0.0,-71009.182
744,318729.36,45.0,-168.13,-71009.182
745,0.33,3824752.28,0.0,-2017.6
746,1564684.0,3824752.28,-351959.58,-2017.6
747,1564684.0,3824752.28,-351959.58,-2017.6
748,1564684.0,3824752.28,-351959.58,-2017.6
749,318729.36,4.0,-351959.58,-1565221.82
750,3.75,32038.182,-5917.43,-2017.6
751,318729.36,-130435.15,-1565221.82,-71009.182
752,1564684.0,45.0,-5917.43,-71009.182
753,318729.36,32038.182,0.0,-71009.182
754,3.75,32038.182,0.0,-71009.182
755,1564684.0,32038.182,0.0,-71009.182
756,2669.85,45.0,-351959.58,-4223515.01
757,0.33,3824752.28,0.0,-2017.6
758,3.75,45.0,-168.13,-71009.182
759,3.75,32038.182,0.0,-71009.182
760,1564684.0,32038.182,-1565221.82,-4223515.01
761,318729.36,45.0,0.0,0.0
762,2669.85,45.0,-351959.58,-4223515.01
763,3.75,32038.182,0.0,-71009.182
764,1564684.0,32038.182,-1565221.82,-4223515.01
765,1564684.0,3824752.28,-168.13,-2017.6
766,1564684.0,45.0,-5917.43,-71009.182
767,2669.85,3824752.28,0.0,-4223515.01
768,1564684.0,3824752.28,-351959.58,-2017.6
769,1564684.0,3824752.28,-168.13,-2017.6
770,318729.36,-130435.15,-1565221.82,-71009.182
771,3.75,32038.182,-5917.43,-2017.6
772,3.75,32038.182,-5917.43,-71009.182
773,0.33,45.0,0.0,-4223515.01
774,1564684.0,32038.182,0.0,-2017.6
775,3.75,45.0,-168.13,0.0
776,318729.36,-130435.15,-1565221.82,-71009.182
777,318729.36,-130435.15,-1565221.82,-2017.6
778,1564684.0,32038.182,-1565221.82,-4223515.01
779,1564684.0,45.0,-5917.43,-71009.182
780,0.33,3824752.28,0.0,-2017.6
781,2669.85,45.0,-1565221.82,-1565221.82
782,1564684.0,45.0,-1565221.82,-1565221.82
783,1564684.0,32038.182,-1565221.82,-4223515.01
784,0.33,3824752.28,0.0,-4223515.01
785,0.33,32038.182,-351959.58,-1565221.82
786,3.75,32038.182,-1565221.82,-4223515.01
787,0.33,45.0,-1565221.82,-1565221.82
788,2669.85,45.0,-351959.58,-4223515.01
789,0.33,45.0,-1565221.82,-1565221.82
790,318729.36,32038.182,-1565221.82,-4223515.01
791,3.75,4.0,0.0,-4223515.01
792,318729.36,-130435.15,0.0,-1565221.82
793,0.33,3824752.28,0.0,-2017.6
794,1564684.0,32038.182,-351959.58,-4223515.01
795,1564684.0,32038.182,0.0,-2017.6
796,2669.85,45.0,-351959.58,-4223515.01
797,3.75,45.0,-168.13,-71009.182
798,3.75,45.0,-168.13,-71009.182
799,318729.36,-130435.15,-1565221.82,-2017.6
800,0.33,3824752.28,0.0,-4223515.01
801,318729.36,32038.182,-351959.58,-4223515.01
802,2669.85,3824752.28,-1565221.82,0.0
803,2669.85,3824752.28,-1565221.82,-1565221.82
804,1564684.0,32038.182,0.0,-71009.182
805,318729.36,4.0,-351959.58,-1565221.82
806,1564684.0,3824752.28,-168.13,-2017.6
807,2669.85,45.0,-351959.58,-4223515.01
808,1564684.0,-130435.15,-1565221.82,-4223515.01
809,1564684.0,45.0,-5917.43,-71009.182
810,2669.85,45.0,-351959.58,-4223515.01
811,318729.36,-130435.15,-1565221.82,-2017.6
812,3.75,4.0,0.0,-4223515.01
813,1564684.0,3824752.28,-351959.58,-2017.6
814,0.33,45.0,-351959.58,-4223515.01
815,3.75,32038.182,-1565221.82,-4223515.01
816,3.75,32038.182,-5917.43,-2017.6
817,2669.85,32038.182,-168.13,-1565221.82
818,1564684.0,32038.182,0.0,-71009.182
819,318729.36,45.0,-351959.58,-4223515.01
820,318729.36,32038.182,0.0,-71009.182
821,0.33,3824752.28,0.0,-2017.6
822,2669.85,45.0,-351959.58,-4223515.01
823,0.33,45.0,-1565221.82,-1565221.82
824,3.75,32038.182,0.0,-71009.182
825,1564684.0,32038.182,0.0,-71009.182
826,3.75,3824752.28,-1565221.82,0.0
827,1564684.0,32038.182,0.0,-2017.6
828,1564684.0,3824752.28,-351959.58,-2017.6
829,0.33,45.0,-1565221.82,-71009.182
830,318729.36,32038.182,-1565221.82,-4223515.01
831,0.33,45.0,-1565221.82,-1565221.82
832,1564684.0,3824752.28,-1565221.82,-1565221.82
833,318729.36,45.0,-351959.58,-4223515.01
834,1564684.0,45.0,-5917.43,-71009.182
835,318729.36,-130435.15,-1565221.82,-2017.6
836,1564684.0,32038.182,-1565221.82,-4223515.01
837,0.33,45.0,-1565221.82,-1565221.82
838,3.75,-130435.15,-168.13,-4223515.01
839,318729.36,32038.182,0.0,-2017.6
840,2669.85,45.0,-351959.58,-4223515.01
841,3.75,32038.182,-5917.43,-2017.6
842,0.33,3824752.28,0.0,-4223515.01
843,1564684.0,45.0,-5917.43,-71009.182
844,318729.36,45.0,-351959.58,-4223515.01
845,1564684.0,32038.182,-1565221.82,-4223515.01
846,1564684.0,3824752.28,-351959.58,-2017.6
847,2669.85,45.0,-351959.58,-4223515.01
848,2669.85,32038.182,-168.13,-2017.6
849,318729.36,32038.182,0.0,-71009.182
850,1564684.0,3824752.28,-351959.58,-2017.6
851,1564684.0,32038.182,0.0,-71009.182
852,0.33,45.0,-1565221.82,-4223515.01
853,318729.36,-130435.15,-1565221.82,-4223515.01
854,1564684.0,3824752.28,-351959.58,-2017.6
855,318729.36,32038.182,0.0,-71009.182
856,3.75,32038.182,0.0,-2017.6
857,318729.36,3824752.28,-351959.58,-2017.6
858,0.33,-130435.15,-168.13,-4223515.01
859,2669.85,45.0,-351959.58,-4223515.01
860,1564684.0,3824752.28,-351959.58,-2017.6
861,1564684.0,32038.182,-351959.58,-4223515.01
862,3.75,32038.182,-1565221.82,-4223515.01
863,3.75,32038.182,0.0,-71009.182
864,318729.36,32038.182,0.0,-71009.182
865,1564684.0,3824752.28,-351959.58,-2017.6
866,0.33,45.0,-1565221.82,-71009.182
867,3.75,32038.182,-5917.43,-2017.6
868,1564684.0,3824752.28,-351959.58,-2017.6
869,318729.36,32038.182,0.0,-2017.6
870,1564684.0,32038.182,-351959.58,-1565221.82
871,3.75,32038.182,0.0,-71009.182
872,318729.36,32038.182,0.0,-71009.182
873,3.75,3824752.28,-351959.58,-2017.6
874,3.75,32038.182,0.0,-71009.182
875,2669.85,3824752.28,-1565221.82,0.0
876,2669.85,45.0,-168.13,-71009.182
877,2669.85,4.0,-1565221.82,0.0
878,1564684.0,3824752.28,-351959.58,-2017.6
879,1564684.0,3824752.28,-351959.58,-2017.6
880,1564684.0,45.0,-5917.43,-71009.182
881,3.75,32038.182,0.0,-71009.182
882,318729.36,-130435.15,-1565221.82,-71009.182
883,1564684.0,3824752.28,-1565221.82,0.0
884,1564684.0,4.0,-5917.43,-1565221.82
885,3.75,32038.182,-5917.43,-71009.182
886,1564684.0,3824752.28,-351959.58,-2017.6
887,1564684.0,32038.182,-351959.58,-4223515.01
888,0.33,45.0,0.0,-1565221.82
889,1564684.0,3824752.28,-1565221.82,0.0
890,2669.85,3824752.28,0.0,-4223515.01
891,318729.36,32038.182,0.0,-2017.6
892,2669.85,3824752.28,-1565221.82,-1565221.82
893,318729.36,32038.182,0.0,-71009.182
894,318729.36,3824752.28,-5917.43,-2017.6
895,318729.36,4.0,0.0,-4223515.01
896,1564684.0,3824752.28,-351959.58,-2017.6
897,318729.36,45.0,-351959.58,-4223515.01
898,2669.85,4.0,-1565221.82,-71009.182
899,2669.85,45.0,-351959.58,-4223515.01
900,1564684.0,3824752.28,-168.13,-2017.6
901,3.75,32038.182,0.0,-71009.182
902,3.75,32038.182,-5917.43,-1565221.82
903,0.33,3824752.28,0.0,-71009.182
904,1564684.0,45.0,-5917.43,-71009.182
905,1564684.0,45.0,-5917.43,-71009.182
906,0.33,3824752.28,0.0,-4223515.01
907,3.75,45.0,-168.13,-71009.182
908,3.75,32038.182,-1565221.82,-4223515.01
909,0.33,4.0,0.0,-4223515.01
910,1564684.0,32038.182,-5917.43,-71009.182
911,0.33,4.0,0.0,-4223515.01
912,1564684.0,32038.182,-351959.58,-4223515.01
913,0.33,3824752.28,0.0,-4223515.01
914,1564684.0,3824752.28,-351959.58,-2017.6
915,318729.36,4.0,-351959.58,-1565221.82
916,2669.85,4.0,-1565221.82,-71009.182
917,3.75,32038.182,-1565221.82,-4223515.01
918,1564684.0,-130435.15,-5917.43,-2017.6
919,3.75,32038.182,-5917.43,-71009.182
920,318729.36,32038.182,0.0,-71009.182
921,318729.36,32038.182,-1565221.82,-4223515.01
922,318729.36,32038.182,0.0,-71009.182
923,1564684.0,3824752.28,-351959.58,-2017.6
924,318729.36,4.0,0.0,-4223515.01
925,1564684.0,3824752.28,-351959.58,-2017.6
926,1564684.0,3824752.28,-351959.58,-2017.6
927,0.33,-130435.15,-168.13,-4223515.01
928,1564684.0,32038.182,0.0,-71009.182
929,3.75,32038.182,0.0,-71009.182
930,1564684.0,3824752.28,-1565221.82,0.0
931,0.33,3824752.28,0.0,-2017.6
932,3.75,32038.182,0.0,-2017.6
933,0.33,4.0,-1565221.82,-71009.182
934,318729.36,4.0,-168.13,-2017.6
935,1564684.0,4.0,0.0,-4223515.01
936,3.75,45.0,-168.13,-71009.182
937,0.33,3824752.28,0.0,-71009.182
938,3.75,4.0,0.0,-4223515.01
939,1564684.0,3824752.28,-351959.58,-2017.6
940,0.33,45.0,-1565221.82,-1565221.82
941,3.75,32038.182,-1565221.82,-4223515.01
942,0.33,45.0,-1565221.82,-4223515.01
943,318729.36,32038.182,0.0,-2017.6
944,2669.85,45.0,-1565221.82,-1565221.82
945,3.75,32038.182,-5917.43,-2017.6
946,1564684.0,3824752.28,-351959.58,-2017.6
947,3.75,32038.182,0.0,-71009.182
948,1564684.0,45.0,-1565221.82,-1565221.82
949,1564684.0,32038.182,-1565221.82,-4223515.01
950,3.75,32038.182,-5917.43,-4223515.01
951,1564684.0,32038.182,-351959.58,-4223515.01
952,0.33,3824752.28,0.0,-71009.182
953,3.75,32038.182,-5917.43,-1565221.82
954,3.75,32038.182,-5917.43,-71009.182
955,3.75,32038.182,-1565221.82,-4223515.01
956,318729.36,32038.182,0.0,-71009.182
957,318729.36,-130435.15,-1565221.82,-2017.6
958,1564684.0,3824752.28,-351959.58,-2017.6
959,1564684.0,3824752.28,-351959.58,-2017.6
960,3.75,32038.182,0.0,-71009.182
961,318729.36,32038.182,0.0,-71009.182
962,0.33,45.0,-351959.58,-4223515.01
963,318729.36,32038.182,-1565221.82,-4223515.01
964,3.75,32038.182,0.0,-2017.6
965,3.75,32038.182,-5917.43,-2017.6
966,318729.36,45.0,-351959.58,-4223515.01
967,1564684.0,3824752.28,-351959.58,-2017.6
968,0.33,45.0,-1565221.82,-71009.182
969,1564684.0,3824752.28,-351959.58,-2017.6
970,1564684.0,45.0,-5917.43,-71009.182
971,3.75,32038.182,0.0,-71009.182
972,1564684.0,45.0,-5917.43,-71009.182
973,318729.36,3824752.28,-351959.58,-2017.6
974,1564684.0,32038.182,-351959.58,-1565221.82
975,3.75,32038.182,-1565221.82,-4223515.01
976,318729.36,45.0,-168.13,-71009.182
977,3.75,32038.182,-5917.43,-2017.6
978,3.75,32038.182,-1565221.82,-4223515.01
979,318729.36,-130435.15,-1565221.82,-2017.6
980,1564684.0,32038.182,0.0,-71009.182
981,1564684.0,3824752.28,-351959.58,-2017.6
982,1564684.0,3824752.28,-351959.58,-2017.6
983,318729.36,32038.182,0.0,-2017.6
984,1564684.0,45.0,-5917.43,-71009.182
985,318729.36,32038.182,0.0,-71009.182
986,1564684.0,32038.182,-1565221.82,-4223515.01
987,1564684.0,45.0,-5917.43,-71009.182
988,3.75,45.0,-168.13,-1565221.82
989,1564684.0,4.0,0.0,-4223515.01
990,0.33,45.0,-1565221.82,-4223515.01
991,3.75,45.0,-168.13,-71009.182
992,3.75,32038.182,-5917.43,-2017.6
993,318729.36,45.0,-168.13,-71009.182
994,1564684.0,3824752.28,-351959.58,-2017.6
995,0.33,3824752.28,0.0,-4223515.01
996,318729.36,3824752.28,-1565221.82,0.0
997,1564684.0,32038.182,-351959.58,-1565221.82
998,3.75,32038.182,-5917.43,-2017.6
999,318729.36,32038.182,0.0,-71009.182
1000,318729.36,45.0,-168.13,-71009.182
1001,0.33,45.0,-1565221.82,-1565221.82
1002,318729.36,-130435.15,-1565221.82,-4223515.01
1003,318729.36,3824752.28,-1565221.82,0.0
1004,0.33,3824752.28,0.0,-4223515.01
1005,1564684.0,32038.182,-1565221.82,-4223515.01
1006,318729.36,4.0,-168.13,-4223515.01
1007,0.33,45.0,-1565221.82,-1565221.82
1008,3.75,32038.182,0.0,-71009.182
1009,1564684.0,3824752.28,-351959.58,-2017.6
1010,318729.36,45.0,-351959.58,-4223515.01
1011,0.33,45.0,0.0,-4223515.01
1012,3.75,3824752.28,-351959.58,-2017.6
1013,318729.36,32038.182,-1565221.82,-4223515.01
1014,0.33,45.0,-1565221.82,-71009.182
1015,2669.85,32038.182,-168.13,-2017.6
1016,318729.36,45.0,-351959.58,-4223515.01
1017,3.75,3824752.28,-351959.58,-2017.6
1018,318729.36,32038.182,-1565221.82,-4223515.01
1019,1564684.0,32038.182,-1565221.82,-4223515.01
1020,3.75,32038.182,0.0,-2017.6
1021,318729.36,-130435.15,-168.13,-4223515.01
1022,318729.36,45.0,-351959.58,-4223515.01
1023,1564684.0,3824752.28,-351959.58,-2017.6
1024,1564684.0,45.0,-5917.43,-71009.182
1025,1564684.0,3824752.28,-351959.58,-2017.6
1026,318729.36,45.0,-168.13,-71009.182
1027,3.75,32038.182,-1565221.82,-4223515.01
1028,1564684.0,3824752.28,-351959.58,-2017.6
1029,0.33,45.0,-351959.58,-4223515.01
1030,318729.36,4.0,-351959.58,-1565221.82
1031,0.33,-130435.15,-168.13,-1565221.82
1032,1564684.0,3824752.28,-351959.58,-2017.6
1033,1564684.0,-130435.15,-1565221.82,-2017.6
1034,1564684.0,32038.182,-1565221.82,-4223515.01
1035,2669.85,4.0,-1565221.82,0.0
1036,3.75,32038.182,-5917.43,-1565221.82
1037,3.75,-130435.15,-168.13,-4223515.01
1038,0.33,45.0,-1565221.82,-1565221.82
1039,318729.36,32038.182,0.0,-71009.182
1040,0.33,4.0,0.0,-4223515.01
1041,3.75,32038.182,0.0,-2017.6
1042,318729.36,32038.182,-1565221.82,-4223515.01
1043,1564684.0,32038.182,-1565221.82,-4223515.01
1044,0.33,3824752.28,0.0,-71009.182
1045,2669.85,45.0,-351959.58,-4223515.01
1046,318729.36,32038.182,-1565221.82,-4223515.01
1047,1564684.0,32038.182,0.0,-71009.182
1048,318729.36,4.0,-351959.58,-1565221.82
1049,1564684.0,45.0,-1565221.82,-4223515.01
1050,3.75,32038.182,-5917.43,-71009.182
1051,0.33,45.0,-1565221.82,-1565221.82
1052,318729.36,32038.182,-1565221.82,-4223515.01
1053,3.75,32038.182,0.0,-71009.182
1054,1564684.0,3824752.28,-168.13,-2017.6
1055,3.75,32038.182,-1565221.82,-4223515.01
1056,3.75,32038.182,0.0,-71009.182
1057,1564684.0,32038.182,0.0,-2017.6
1058,318729.36,4.0,-351959.58,-1565221.82
1059,318729.36,45.0,-168.13,-1565221.82
1060,318729.36,3824752.28,-351959.58,-2017.6
1061,2669.85,45.0,-168.13,-71009.182
1062,0.33,45.0,0.0,-71009.182
1063,0.33,4.0,-168.13,-2017.6
1064,318729.36,-130435.15,-1565221.82,-71009.182
1065,0.33,45.0,-1565221.82,-1565221.82
1066,0.33,-130435.15,-168.13,-4223515.01
1067,1564684.0,45.0,-5917.43,-71009.182
1068,1564684.0,3824752.28,-351959.58,-2017.6
1069,0.33,45.0,-1565221.82,-1565221.82
1070,0.33,3824752.28,0.0,-4223515.01
1071,1564684.0,-130435.15,-1565221.82,-71009.182
1072,3.75,32038.182,-5917.43,-2017.6
1073,3.75,32038.182,-5917.43,-1565221.82
1074,318729.36,32038.182,-351959.58,-4223515.01
1075,0.33,3824752.28,0.0,-71009.182
1076,3.75,32038.182,-5917.43,-1565221.82
1077,1564684.0,3824752.28,-351959.58,-2017.6
1078,318729.36,32038.182,-1565221.82,-4223515.01
1079,318729.36,32038.182,-1565221.82,-71009.182
1080,2669.85,32038.182,-168.13,-1565221.82
1081,1564684.0,32038.182,-351959.58,-4223515.01
1082,0.33,-130435.15,-168.13,-4223515.01
1083,1564684.0,32038.182,-1565221.82,-4223515.01
1084,1564684.0,3824752.28,-351959.58,-2017.6
1085,318729.36,45.0,-168.13,-71009.182
1086,0.33,45.0,0.0,-71009.182
1087,318729.36,-130435.15,-1565221.82,0.0
1088,1564684.0,32038.182,0.0,-71009.182
1089,318729.36,4.0,-351959.58,-1565221.82
1090,2669.85,4.0,-1565221.82,0.0
1091,0.33,45.0,-1565221.82,-71009.182
1092,1564684.0,3824752.28,-351959.58,-2017.6
1093,1564684.0,32038.182,0.0,-2017.6
1094,0.33,4.0,0.0,-4223515.01
1095,1564684.0,3824752.28,-351959.58,-2017.6
1096,0.33,45.0,-1565221.82,-1565221.82
1097,1564684.0,4.0,0.0,-4223515.01
1098,318729.36,3824752.28,-5917.43,-4223515.01
1099,318729.36,32038.182,-351959.58,-1565221.82
1100,3.75,-130435.15,-168.13,-4223515.01
1101,1564684.0,3824752.28,-351959.58,-2017.6
1102,3.75,32038.182,0.0,-2017.6
1103,1564684.0,3824752.28,-168.13,0.0
1104,1564684.0,32038.182,-351959.58,-4223515.01
1105,1564684.0,4.0,-351959.58,-1565221.82
1106,318729.36,32038.182,-1565221.82,-4223515.01
1107,0.33,3824752.28,0.0,-4223515.01
1108,318729.36,4.0,-351959.58,-1565221.82
1109,2669.85,45.0,-168.13,-71009.182
1110,3.75,4.0,0.0,-4223515.01
1111,2669.85,3824752.28,-1565221.82,-1565221.82
1112,2669.85,45.0,-351959.58,-4223515.01
1113,0.33,45.0,-1565221.82,-1565221.82
1114,2669.85,32038.182,-168.13,-1565221.82
1115,3.75,32038.182,0.0,-2017.6
1116,318729.36,32038.182,0.0,-71009.182
1117,0.33,45.0,0.0,-1565221.82
1118,1564684.0,3824752.28,-168.13,0.0
1119,1564684.0,4.0,0.0,-4223515.01
1120,318729.36,45.0,-168.13,-71009.182
1121,1564684.0,32038.182,-1565221.82,-4223515.01
1122,1564684.0,32038.182,-5917.43,-1565221.82
1123,0.33,-130435.15,-168.13,-4223515.01
1124,318729.36,-130435.15,-1565221.82,-71009.182
1125,1564684.0,3824752.28,-351959.58,-2017.6
1126,1564684.0,3824752.28,-351959.58,-2017.6
1127,318729.36,32038.182,-1565221.82,-4223515.01
1128,0.33,-130435.15,-168.13,-4223515.01
1129,318729.36,4.0,-351959.58,0.0
1130,0.33,45.0,-1565221.82,-1565221.82
1131,3.75,32038.182,-5917.43,-71009.182
1132,1564684.0,32038.182,0.0,-71009.182
1133,3.75,45.0,-168.13,-1565221.82
1134,318729.36,3824752.28,-1565221.82,0.0
1135,3.75,3824752.28,-351959.58,-2017.6
1136,1564684.0,3824752.28,-351959.58,-2017.6
1137,1564684.0,45.0,-5917.43,-71009.182
