"CUSTOMERNO","CATEGORY","INTERESTED","SUBCATEGORY"
339045,DepositProduct,N,SB
6342879,AdvanceProduct,Y,JewelLoan
6266424,AdvanceProduct,Y,JewelLoan
6200242,AdvanceProduct,Y,JewelLoan
6051291,AlternateIncomePro,Y,HealthInsurance
4139713,RecommendedProduct,Y,LifeInsurance
422594,AdvanceProduct,N,PersonalLoan
537852,AlternateIncomeProduct,Y,HealthInsurance
4395731,RecommendedProduct,Y,LifeInsurance
1964598,RecommendedProduct,Y,LifeInsurance
1356928,AdvanceProduct,Y,JewelLoan
4456813,AdvanceProduct,Y,JewelLoan
911766,RecommendedProduct,N,LifeInsurance
3663675,DepositProduct,Y,FixedDeposit
2152921,AdvanceProduct,Y,JewelLoan
74455,AlternateIncomeProduct,Y,LifeInsurance
2172848,undefined,Y,undefined
6416547,AlternateIncomeProduct,Y,LifeInsurance
5388062,RecommendedProduct,Y,HealthInsurance
2916265,DepositProduct,N,FixedDeposit
6154510,AdvanceProduct,Y,OverDraftOLCC
163852,AdvanceProduct,N,OverDraftOLCC
3980253,RecommendedProduct,Y,HealthInsurance
4797946,AdvanceProduct,Y,SwayamGraha
3968274,DepositProduct,Y,SB
6045291,AdvanceProduct,Y,JewelLoan
1676657,AlternateIncomePro,Y,LifeInsurance
6101302,DigitalOtherProduct,Y,NetBanking
6238946,AlternateIncomePro,N,LifeInsurance
3943390,AdvanceProduct,Y,JewelLoan
6029222,RecommendedProduct,Y,LifeInsurance
5888174,AlternateIncomePro,N,HealthInsurance
4745660,DepositProduct,Y,FixedDeposit
6101857,AdvanceProduct,Y,EasyRide
5683741,DepositProduct,Y,CA
6165610,RecommendedProduct,Y,HealthInsurance
5786531,AdvanceProduct,Y,TermLoan
1849562,DepositProduct,Y,SB
5216211,AlternateIncomeProduct,Y,HealthInsurance
2558602,RecommendedProduct,N,GeneralInsurance
4661295,AdvanceProduct,Y,OverDraftOLCC
5647934,RecommendedProduct,Y,FixedDeposit
1412327,RecommendedProduct,Y,FixedDeposit
2522426,AlternateIncomeProduct,Y,HealthInsurance
5903368,RecommendedProduct,Y,HealthInsurance
1048572,AlternateIncomePro,N,HealthInsurance
3083139,AdvanceProduct,Y,SwayamGraha
3197433,AdvanceProduct,Y,JewelLoan
3656486,RecommendedProduct,N,LifeInsurance
2887117,AlternateIncomePro,N,LifeInsurance
5733447,AlternateIncomeProduct,Y,LifeInsurance
2705948,DepositProduct,Y,FixedDeposit
6375955,AdvanceProduct,Y,OverDraftOLCC
4236418,AdvanceProduct,Y,JewelLoan
5638207,undefined,Y,undefined
107626,DepositProduct,Y,SB
5677163,AdvanceProduct,Y,JewelLoan
5869390,AdvanceProduct,Y,JewelLoan
4852295,RecommendedProduct,Y,SB
6161198,AdvanceProduct,Y,JewelLoan
5764859,AdvanceProduct,Y,JewelLoan
3066962,AlternateIncomeProduct,Y,HealthInsurance
4046390,AlternateIncomeProduct,Y,LifeInsurance
4497926,AlternateIncomeProduct,Y,CUBCreditCard
4232071,AdvanceProduct,Y,OverDraftOLCC
5153625,AdvanceProduct,Y,OverDraftOLCC
1084858,undefined,Y,undefined
3688505,AdvanceProduct,Y,JewelLoan
6039315,RecommendedProduct,Y,HealthInsurance
6058542,AdvanceProduct,Y,JewelLoan
5443098,AdvanceProduct,Y,OverDraftOLCC
124779,DepositProduct,N,FixedDeposit
4276101,DigitalOtherProduct,Y,NetBanking
2126304,DepositProduct,N,FixedDeposit
6231959,AdvanceProduct,Y,TermLoan
2005215,RecommendedProduct,Y,SB
4449792,RecommendedProduct,Y,LifeInsurance
5333106,DepositProduct,N,CA
5874725,RecommendedProduct,N,HealthInsurance
5767131,AdvanceProduct,Y,OverDraftOLCC
5690422,DepositProduct,N,FixedDeposit
5293689,DepositProduct,N,FixedDeposit
5324214,AlternateIncomePro,Y,HealthInsurance
3078025,DepositProduct,N,SB
4669830,AlternateIncomePro,Y,SBICreditCard
5926992,AlternateIncomePro,Y,LifeInsurance
614687,DepositProduct,Y,SB
6216883,AdvanceProduct,Y,JewelLoan
5927553,AdvanceProduct,Y,OverDraftOLCC
4333168,AlternateIncomePro,Y,LifeInsurance
4424908,DepositProduct,N,CA
5874133,AdvanceProduct,N,TermLoan
6326159,AdvanceProduct,Y,JewelLoan
3624040,AlternateIncomePro,Y,HealthInsurance
1895633,DigitalOtherProduct,Y,MobileBanking
2563273,undefined,Y,undefined
5699065,AdvanceProduct,Y,JewelLoan
6112548,DepositProduct,Y,CA
2590910,AdvanceProduct,Y,TermLoan
4410911,AdvanceProduct,N,TermLoan
5990990,AdvanceProduct,Y,TermLoan
1891024,DepositProduct,N,FixedDeposit
4316420,AdvanceProduct,Y,JewelLoan
4635537,AlternateIncomeProduct,Y,LifeInsurance
5907769,RecommendedProduct,N,HealthInsurance
5750311,AlternateIncomePro,Y,HealthInsurance
4938244,AdvanceProduct,N,JewelLoan
37491,DepositProduct,Y,FixedDeposit
45468,DepositProduct,N,FixedDeposit
983082,AlternateIncomeProduct,Y,HealthInsurance
1209554,RecommendedProduct,Y,SB
1724815,DigitalOtherProduct,Y,NetBanking
6142182,AlternateIncomeProduct,Y,LifeInsurance
3209315,DepositProduct,Y,SB
6127053,AdvanceProduct,Y,JewelLoan
445944,AdvanceProduct,Y,PersonalLoan
3822468,DepositProduct,Y,RecurringDeposit
5090580,DepositProduct,Y,FixedDeposit
5723848,DepositProduct,Y,CA
1487506,AdvanceProduct,Y,EasyRide
1598915,RecommendedProduct,Y,SB
3005254,RecommendedProduct,Y,LifeInsurance
5859322,DepositProduct,Y,SB
4936187,DepositProduct,Y,FixedDeposit
6086813,RecommendedProduct,Y,LifeInsurance
6077628,RecommendedProduct,Y,FixedDeposit
6047388,AlternateIncomeProduct,Y,SBICreditCard
1867349,DepositProduct,N,FixedDeposit
5542404,DepositProduct,N,FixedDeposit
5565150,DigitalOtherProduct,Y,MobileBanking
6332404,AlternateIncomeProduct,Y,LifeInsurance
6202250,AdvanceProduct,Y,JewelLoan
2024023,DepositProduct,Y,FixedDeposit
5926827,AdvanceProduct,Y,JewelLoan
4240235,DepositProduct,Y,SB
5397684,RecommendedProduct,Y,SB
5400538,DepositProduct,Y,SB
5031297,AdvanceProduct,Y,JewelLoan
2016080,DepositProduct,N,FixedDeposit
4133523,DigitalOtherProduct,Y,NetBanking
6285434,AlternateIncomeProduct,Y,HealthInsurance
6104466,DepositProduct,Y,SB
5994941,AdvanceProduct,Y,JewelLoan
4313189,RecommendedProduct,Y,FixedDeposit
5269185,AdvanceProduct,Y,JewelLoan
1057391,DepositProduct,Y,SB
5785751,AdvanceProduct,Y,JewelLoan
5443097,AdvanceProduct,Y,JewelLoan
5441669,AlternateIncomePro,Y,HealthInsurance
1280916,DepositProduct,N,FixedDeposit
6304822,AdvanceProduct,Y,JewelLoan
4141742,DigitalOtherProduct,Y,NetBanking
949948,AlternateIncomePro,N,LifeInsurance
5710117,DigitalOtherProduct,Y,EmailUpdated
796780,AdvanceProduct,Y,JewelLoan
5958592,AdvanceProduct,Y,JewelLoan
2781348,DigitalOtherProduct,Y,NetBanking
1698498,AlternateIncomePro,Y,HealthInsurance
6008160,DepositProduct,Y,SB
1735511,RecommendedProduct,N,HealthInsurance
2486480,DepositProduct,N,CA
5972789,DepositProduct,N,FixedDeposit
5049664,RecommendedProduct,Y,HealthInsurance
3235738,DigitalOtherProduc,Y,MobileBanking
6282768,DepositProduct,Y,FixedDeposit
3134396,RecommendedProduct,N,HealthInsurance
5635627,AdvanceProduct,N,JewelLoan
5860845,AlternateIncomePro,N,LifeInsurance
6030210,DigitalOtherProduct,Y,DebitCard
4303138,DepositProduct,Y,FixedDeposit
6045275,AdvanceProduct,Y,TermLoan
4340424,AlternateIncomeProduct,Y,LifeInsurance
4310123,AdvanceProduct,Y,TermLoan
6461953,AdvanceProduct,Y,SwayamGraha
5240061,DepositProduct,N,FixedDeposit
4269536,RecommendedProduct,Y,FixedDeposit
5824708,AdvanceProduct,Y,JewelLoan
2354557,DigitalOtherProduc,N,DebitCard
4193799,undefined,Y,undefined
6227316,AdvanceProduct,N,JewelLoan
1544796,RecommendedProduct,Y,HealthInsurance
5550504,AlternateIncomeProduct,Y,HealthInsurance
344761,DigitalOtherProduc,Y,NetBanking
5670784,AdvanceProduct,Y,OverDraftOLCC
2784912,AdvanceProduct,N,TermLoan
1852334,AdvanceProduct,Y,JewelLoan
4269950,AdvanceProduct,N,OverDraftOLCC
1374719,DepositProduct,N,FixedDeposit
3881745,AdvanceProduct,N,JewelLoan
4084673,DepositProduct,Y,FixedDeposit
591064,AdvanceProduct,Y,JewelLoan
5692467,AdvanceProduct,N,JewelLoan
5379945,RecommendedProduct,Y,HealthInsurance
1000400,RecommendedProduct,N,MutualFund
1467908,RecommendedProduct,N,HealthInsurance
2851185,AlternateIncomeProduct,Y,LifeInsurance
400254,AdvanceProduct,Y,TermLoan
4699688,RecommendedProduct,Y,LifeInsurance
3890026,AlternateIncomeProduct,Y,Locker
2017672,DepositProduct,Y,FixedDeposit
4208116,AdvanceProduct,N,JewelLoan
5536927,AlternateIncomeProduct,Y,DEMAT
5108835,DepositProduct,Y,SB
5774837,AdvanceProduct,Y,TermLoan
275311,DepositProduct,Y,FixedDeposit
1039671,AlternateIncomeProduct,Y,HealthInsurance
6346863,DigitalOtherProduct,Y,NetBanking
4155663,DepositProduct,Y,SB
3388112,DepositProduct,Y,FixedDeposit
4430589,AdvanceProduct,Y,OverDraftOLCC
6311818,AlternateIncomePro,Y,HealthInsurance
2921899,RecommendedProduct,Y,LifeInsurance
824845,DepositProduct,Y,SB
4331585,AlternateIncomeProduct,Y,HealthInsurance
3073894,undefined,Y,undefined
3225508,AlternateIncomeProduct,Y,HealthInsurance
5349205,DepositProduct,N,FixedDeposit
4487536,DepositProduct,N,SB
44322,RecommendedProduct,Y,MutualFund
3557474,DigitalOtherProduct,Y,NetBanking
1998088,RecommendedProduct,Y,LifeInsurance
1134191,RecommendedProduct,Y,FixedDeposit
1373957,DigitalOtherProduct,Y,MobileBanking
4111639,AlternateIncomePro,Y,HealthInsurance
1760644,DepositProduct,Y,RecurringDeposit
558003,RecommendedProduct,Y,HealthInsurance
1680612,RecommendedProduct,Y,TermLoan
3226531,AdvanceProduct,N,JewelLoan
6274153,AdvanceProduct,Y,JewelLoan
2972148,DepositProduct,Y,FixedDeposit
6201845,DigitalOtherProduc,Y,MobileBanking
2889770,DigitalOtherProduct,Y,MobileNoUpdated
4234304,AlternateIncomeProduct,Y,HealthInsurance
2240493,AlternateIncomePro,Y,HealthInsurance
3519409,AdvanceProduct,Y,JewelLoan
3789163,AdvanceProduct,Y,JewelLoan
5960203,DigitalOtherProduct,Y,NetBanking
3870009,AdvanceProduct,Y,JewelLoan
533810,DepositProduct,Y,CA
4488326,PaymentProduct,N,ASBA
6151891,AlternateIncomeProduct,Y,LifeInsurance
5829384,AlternateIncomePro,N,HealthInsurance
4116724,DepositProduct,Y,FixedDeposit
6243968,DepositProduct,N,SB
352974,RecommendedProduct,Y,HealthInsurance
4332642,RecommendedProduct,N,SB
5862734,RecommendedProduct,Y,HealthInsurance
3252119,undefined,Y,undefined
3535736,AdvanceProduct,N,TermLoan
5681014,AdvanceProduct,Y,OverDraftOLCC
5782806,AlternateIncomeProduct,Y,LifeInsurance
5397268,AdvanceProduct,Y,JewelLoan
3523806,DepositProduct,N,SB
5107569,AlternateIncomeProduct,Y,LifeInsurance
6457859,AdvanceProduct,Y,TermLoan
5460426,DigitalOtherProduct,Y,DebitCard
391970,AdvanceProduct,N,PersonalLoan
5793275,DepositProduct,Y,SB
4049158,RecommendedProduct,Y,FixedDeposit
6251993,AlternateIncomePro,N,LifeInsurance
5017089,DigitalOtherProduct,Y,MobileNoUpdated
2120631,RecommendedProduct,N,LifeInsurance
4672195,RecommendedProduct,Y,LifeInsurance
6082378,AdvanceProduct,Y,JewelLoan
1459294,RecommendedProduct,Y,SB
145321,DepositProduct,N,FixedDeposit
2394696,AlternateIncomeProduct,Y,SGB
3823638,AdvanceProduct,Y,JewelLoan
4106872,AdvanceProduct,Y,OverDraftOLCC
4321757,AdvanceProduct,Y,JewelLoan
4130188,DepositProduct,Y,SB
5268426,AdvanceProduct,Y,JewelLoan
4598636,AdvanceProduct,Y,JewelLoan
5439430,RecommendedProduct,Y,HealthInsurance
1528335,RecommendedProduct,Y,LifeInsurance
5721260,AdvanceProduct,Y,TermLoan
5598458,AdvanceProduct,Y,OverDraftOLCC
709681,DepositProduct,Y,FixedDeposit
6219906,AlternateIncomeProduct,Y,LifeInsurance
38305,AdvanceProduct,Y,JewelLoan
4862737,RecommendedProduct,Y,HealthInsurance
3956989,DepositProduct,N,FixedDeposit
6277911,PaymentProduct,Y,BharatUPIQR
1066435,DepositProduct,N,FixedDeposit
3823173,AdvanceProduct,N,JewelLoan
6087842,AdvanceProduct,Y,SwayamGraha
837546,AdvanceProduct,Y,OverDraftOLCC
4883732,DepositProduct,N,SB
4296837,AdvanceProduct,N,JewelLoan
5541817,AdvanceProduct,Y,JewelLoan
5873406,AdvanceProduct,Y,JewelLoan
3730896,RecommendedProduct,Y,SB
4702682,AdvanceProduct,Y,OverDraftOLCC
4162107,AdvanceProduct,Y,JewelLoan
3969609,AdvanceProduct,N,OverDraftOLCC
4353967,RecommendedProduct,Y,SB
5257317,RecommendedProduct,Y,LifeInsurance
2140716,AlternateIncomePro,N,HealthInsurance
3181090,AlternateIncomePro,N,LifeInsurance
5518306,AdvanceProduct,N,JewelLoan
800977,DepositProduct,Y,CA
6118239,AdvanceProduct,Y,JewelLoan
43987,DepositProduct,Y,SB
1186764,DepositProduct,N,SB
4271590,RecommendedProduct,Y,sbicreditcard
5362245,AdvanceProduct,Y,JewelLoan
5916653,RecommendedProduct,Y,SB
5933312,AlternateIncomeProduct,Y,LifeInsurance
6414013,DepositProduct,Y,SB
2130627,AdvanceProduct,Y,JewelLoan
1128293,DepositProduct,N,CA
4246522,RecommendedProduct,Y,HealthInsurance
2465151,DepositProduct,Y,SB
5999876,AdvanceProduct,Y,JewelLoan
978215,DepositProduct,Y,FixedDeposit
4916784,AdvanceProduct,Y,SwayamGraha
4502570,AdvanceProduct,Y,OverDraftOLCC
5569222,DepositProduct,Y,CA
5860090,AdvanceProduct,Y,JewelLoan
1588269,DepositProduct,Y,SB
6042995,AdvanceProduct,Y,JewelLoan
6375935,AdvanceProduct,Y,JewelLoan
1985704,DepositProduct,N,SB
3695209,RecommendedProduct,N,HealthInsurance
3631219,DepositProduct,Y,SB
1236684,DepositProduct,Y,SB
5540087,AlternateIncomeProduct,Y,SGB
3681067,AdvanceProduct,N,OverDraftOLCC
5994900,RecommendedProduct,Y,SB
1324676,DepositProduct,N,FixedDeposit
3783202,RecommendedProduct,Y,HealthInsurance
4191616,AlternateIncomeProduct,Y,LifeInsurance
6228811,AdvanceProduct,N,JewelLoan
4455143,DepositProduct,N,FixedDeposit
4624621,AlternateIncomePro,N,HealthInsurance
5870550,AlternateIncomePro,N,HealthInsurance
713215,AlternateIncomePro,N,SBICreditCard
6171940,DepositProduct,Y,FixedDeposit
3730788,AlternateIncomePro,N,HealthInsurance
2507892,RecommendedProduct,Y,LifeInsurance
5890366,DepositProduct,Y,CA
2564510,DepositProduct,Y,RecurringDeposit
3081575,RecommendedProduct,N,LifeInsurance
4999764,AdvanceProduct,N,OverDraftOLCC
2272483,AdvanceProduct,N,OverDraftOLCC
5136698,DepositProduct,N,FixedDeposit
5780255,AdvanceProduct,Y,JewelLoan
5953053,DigitalOtherProduc,Y,NetBanking
5722741,RecommendedProduct,Y,HealthInsurance
1782143,AdvanceProduct,Y,JewelLoan
3598956,AlternateIncomeProduct,Y,SGB
4346114,RecommendedProduct,Y,LifeInsurance
2218380,AlternateIncomeProduct,Y,LifeInsurance
3322712,RecommendedProduct,Y,LifeInsurance
5809312,AdvanceProduct,Y,TermLoan
4006168,AlternateIncomeProduct,Y,LifeInsurance
4270949,AdvanceProduct,N,JewelLoan
5345084,RecommendedProduct,N,SB
4479056,DepositProduct,Y,FixedDeposit
1113324,DepositProduct,N,FixedDeposit
4606786,RecommendedProduct,Y,CA
254313,AdvanceProduct,N,JewelLoan
5050029,AdvanceProduct,N,TermLoan
4492833,undefined,Y,undefined
5004318,AdvanceProduct,N,JewelLoan
1253932,AlternateIncomePro,N,HealthInsurance
5839542,AdvanceProduct,N,JewelLoan
14590,DepositProduct,Y,FixedDeposit
432327,AdvanceProduct,Y,JewelLoan
6407393,AdvanceProduct,N,JewelLoan
3261022,DigitalOtherProduct,Y,NetBanking
3932443,AlternateIncomePro,N,LifeInsurance
6198984,RecommendedProduct,Y,HealthInsurance
2913485,DepositProduct,N,FixedDeposit
1070239,AdvanceProduct,Y,OverDraftOLCC
3159958,DepositProduct,N,SB
125695,DepositProduct,N,RecurringDeposit
5472103,AdvanceProduct,Y,OverDraftOLCC
3621671,PaymentProduct,N,POS
4163465,DepositProduct,N,CA
1034898,DepositProduct,Y,FixedDeposit
2442701,RecommendedProduct,Y,LifeInsurance
5475617,AdvanceProduct,Y,OverDraftOLCC
3451119,DepositProduct,N,SB
3446972,AlternateIncomePro,N,Locker
3658264,AdvanceProduct,Y,JewelLoan
3728957,AdvanceProduct,Y,JewelLoan
6225578,DepositProduct,Y,SB
3786177,undefined,Y,undefined
5643140,AdvanceProduct,Y,JewelLoan
6182769,AdvanceProduct,N,JewelLoan
390890,DepositProduct,Y,FixedDeposit
2681758,AlternateIncomePro,N,SBICreditCard
4491748,DepositProduct,N,FixedDeposit
544446,RecommendedProduct,Y,MutualFund
3556148,DepositProduct,N,FixedDeposit
5245317,RecommendedProduct,Y,HealthInsurance
122807,AdvanceProduct,N,JewelLoan
4411958,RecommendedProduct,N,LifeInsurance
6391496,AlternateIncomeProduct,Y,HealthInsurance
5662425,AdvanceProduct,Y,JewelLoan
6198865,RecommendedProduct,Y,LifeInsurance
2349138,AlternateIncomePro,N,HealthInsurance
5087881,RecommendedProduct,Y,LifeInsurance
6292165,AdvanceProduct,Y,JewelLoan
2797772,RecommendedProduct,N,LifeInsurance
5330036,AdvanceProduct,N,JewelLoan
5401008,DepositProduct,N,FixedDeposit
5965592,AdvanceProduct,Y,JewelLoan
3642361,DepositProduct,Y,SB
5993922,PaymentProduct,Y,BharatUPIQR
6060034,AdvanceProduct,N,JewelLoan
4116421,DepositProduct,Y,FixedDeposit
5396157,AdvanceProduct,N,SwayamGraha
2045979,DigitalOtherProduc,N,MobileBanking
24949,RecommendedProduct,Y,LifeInsurance
6458183,AlternateIncomeProduct,Y,LifeInsurance
2439065,RecommendedProduct,Y,LifeInsurance
2166360,DepositProduct,N,FixedDeposit
2400027,AdvanceProduct,Y,TermLoan
2654434,RecommendedProduct,Y,LifeInsurance
5563750,AlternateIncomeProduct,Y,HealthInsurance
2591072,RecommendedProduct,Y,HealthInsurance
1173060,AdvanceProduct,Y,PersonalLoan
5776529,RecommendedProduct,Y,HealthInsurance
6152734,RecommendedProduct,Y,FixedDeposit
4123115,RecommendedProduct,N,HealthInsurance
1248863,DepositProduct,Y,FixedDeposit
79404,DepositProduct,Y,FixedDeposit
4510001,DigitalOtherProduc,N,NetBanking
3628477,AdvanceProduct,Y,JewelLoan
3888934,AdvanceProduct,N,JewelLoan
228372,DigitalOtherProduct,Y,AadhaarUpdated
3977272,AdvanceProduct,Y,TermLoan
5457433,RecommendedProduct,Y,HealthInsurance
3243834,DepositProduct,N,FixedDeposit
1803918,AdvanceProduct,Y,JewelLoan
5410198,DepositProduct,Y,FixedDeposit
6293065,AdvanceProduct,Y,JewelLoan
3019524,AdvanceProduct,Y,OverDraftOLCC
4848844,RecommendedProduct,Y,HealthInsurance
3322122,DepositProduct,N,FixedDeposit
749029,AdvanceProduct,N,PersonalLoan
5661606,AlternateIncomePro,N,SGB
4729179,AdvanceProduct,Y,EducationLoan
2398469,AdvanceProduct,Y,JewelLoan
4954558,AdvanceProduct,Y,JewelLoan
4111639,DepositProduct,Y,FixedDeposit
6043040,AdvanceProduct,Y,JewelLoan
2246336,AdvanceProduct,Y,JewelLoan
6109626,AlternateIncomeProduct,Y,Locker
4325762,RecommendedProduct,Y,HealthInsurance
5992372,AlternateIncomeProduct,Y,HealthInsurance
5705636,DepositProduct,N,SB
3736829,DepositProduct,N,FixedDeposit
5362699,AlternateIncomePro,Y,HealthInsurance
5057303,RecommendedProduct,Y,FixedDeposit
1896464,AdvanceProduct,Y,OverDraftOLCC
6258364,AdvanceProduct,Y,JewelLoan
5636276,AdvanceProduct,Y,JewelLoan
4154438,AlternateIncomeProduct,Y,LifeInsurance
3510988,AlternateIncomeProduct,Y,Locker
4958108,RecommendedProduct,Y,GeneralInsurance
4074839,AdvanceProduct,Y,TermLoan
5187717,AdvanceProduct,Y,EducationLoan
6200587,AdvanceProduct,N,JewelLoan
4330770,DepositProduct,Y,FixedDeposit
2724806,RecommendedProduct,Y,SB
3200177,RecommendedProduct,Y,LifeInsurance
1321129,PaymentProduct,Y,Fastag
5250480,AlternateIncomePro,N,HealthInsurance
2056372,AdvanceProduct,N,JewelLoan
2147095,AlternateIncomePro,N,SGB
4589575,DepositProduct,Y,FixedDeposit
4995182,AdvanceProduct,Y,TermLoan
3626635,RecommendedProduct,N,HealthInsurance
6112539,AlternateIncomePro,N,HealthInsurance
5100843,RecommendedProduct,Y,LifeInsurance
6416435,AdvanceProduct,Y,JewelLoan
813801,AdvanceProduct,N,JewelLoan
4333145,AdvanceProduct,Y,JewelLoan
2301672,AdvanceProduct,N,JewelLoan
3178810,AlternateIncomePro,N,HealthInsurance
1018399,RecommendedProduct,N,LifeInsurance
5094819,AdvanceProduct,N,TermLoan
2502977,AlternateIncomeProduct,Y,HealthInsurance
1447871,RecommendedProduct,Y,LifeInsurance
6487659,AlternateIncomeProduct,Y,LifeInsurance
6018059,AdvanceProduct,N,JewelLoan
1723908,DepositProduct,N,FixedDeposit
5427136,AlternateIncomePro,N,HealthInsurance
3323329,RecommendedProduct,N,LifeInsurance
1268845,RecommendedProduct,Y,HealthInsurance
5995636,RecommendedProduct,N,SB
5418885,DepositProduct,Y,SB
4635817,AdvanceProduct,N,JewelLoan
4925998,AdvanceProduct,Y,JewelLoan
4792752,AdvanceProduct,Y,PersonalLoan
1490850,AlternateIncomePro,N,LifeInsurance
5623703,DepositProduct,N,RecurringDeposit
799150,DepositProduct,Y,SB
6015363,RecommendedProduct,Y,SB
389593,DepositProduct,Y,SB
6167852,AlternateIncomeProduct,Y,LifeInsurance
6198973,RecommendedProduct,Y,LifeInsurance
4081389,AdvanceProduct,Y,JewelLoan
6018021,DepositProduct,N,RecurringDeposit
3675152,DepositProduct,Y,FixedDeposit
1844320,DepositProduct,Y,FixedDeposit
4003758,DepositProduct,Y,SB
5942064,DepositProduct,Y,FixedDeposit
3178814,DepositProduct,Y,SB
6111277,AlternateIncomePro,Y,HealthInsurance
1151266,AdvanceProduct,Y,OverDraftOLCC
4213057,AdvanceProduct,Y,TermLoan
2326571,DepositProduct,N,FixedDeposit
3185542,RecommendedProduct,N,HealthInsurance
4776267,undefined,Y,undefined
1356515,AdvanceProduct,N,JewelLoan
3924584,DepositProduct,Y,CA
2688739,AdvanceProduct,N,JewelLoan
35087,PaymentProduct,Y,Fastag
4296610,AlternateIncomePro,N,SBICreditCard
5680253,AlternateIncomeProduct,Y,HealthInsurance
3774294,DepositProduct,Y,FixedDeposit
1291792,AlternateIncomePro,Y,HealthInsurance
3967406,DepositProduct,Y,SB
4870716,RecommendedProduct,Y,LifeInsurance
4309548,DepositProduct,Y,CA
3696255,DepositProduct,N,FixedDeposit
2291425,RecommendedProduct,N,LifeInsurance
2581422,PaymentProduct,Y,BharatUPIQR
5823418,DepositProduct,Y,SB
6216932,AdvanceProduct,N,JewelLoan
5802197,AlternateIncomeProduct,Y,HealthInsurance
482578,RecommendedProduct,Y,HealthInsurance
1374028,AdvanceProduct,Y,PersonalLoan
1488121,AdvanceProduct,Y,OverDraftOLCC
3654895,AlternateIncomePro,N,HealthInsurance
3439577,DepositProduct,N,FixedDeposit
2670931,AdvanceProduct,N,TermLoan
3039543,RecommendedProduct,Y,HealthInsurance
5450906,RecommendedProduct,N,LifeInsurance
3237440,AdvanceProduct,Y,TermLoan
310090,AdvanceProduct,Y,OverDraftOLCC
1253932,RecommendedProduct,N,HealthInsurance
2505844,DepositProduct,N,CA
6192293,AlternateIncomePro,N,GeneralInsurance
3627420,DigitalOtherProduct,Y,MobileBanking
2483930,DepositProduct,Y,SB
1472801,AdvanceProduct,N,JewelLoan
4818913,RecommendedProduct,Y,FixedDeposit
596170,DepositProduct,Y,FixedDeposit
4398228,RecommendedProduct,Y,TermLoan
4161784,AlternateIncomePro,N,MutualFund
